sa4_code,sa4_name,state,sa3_code,sa3_name,service_count,fee_per_hr,prc_growth_since_last_yr,number_of_services_above_cap,prc_services_above_the_cap,year
116,"Sydney -
Blacktown",NSW,11603,Mount Druitt,43,9.89,5.41204223380241,0,0,2021
117,"Sydney - City
and Inner South",NSW,11701,Botany,18,11.62,6.04469191584958,3,16.6666666666667,2021
117,"Sydney - City
and Inner South",NSW,11702,"Marrickville -
Sydenham -
Petersham",23,12.59,2.59993498435109,15,65.2173913043478,2021
117,"Sydney - City
and Inner South",NSW,11703,Sydney Inner City,108,13.31,3.52903166997273,76,70.3703703703704,2021
118,"Sydney -
Eastern
Suburbs",NSW,11801,"Eastern Suburbs
- North",66,14.76,2.90506877392182,61,92.4242424242424,2021
118,"Sydney -
Eastern
Suburbs",NSW,11802,"Eastern Suburbs
- South",68,13.06,2.50302780036619,44,64.7058823529412,2021
119,"Sydney - Inner
South West",NSW,11901,Bankstown,102,10.67,5.03981067524412,4,3.92156862745098,2021
119,"Sydney - Inner
South West",NSW,11902,Canterbury,74,10.51,5.01660046012046,2,2.7027027027027,2021
119,"Sydney - Inner
South West",NSW,11903,Hurstville,65,11.25,5.3567906192543,12,18.4615384615385,2021
119,"Sydney - Inner
South West",NSW,11904,"Kogarah -
Rockdale",61,10.9,5.28423608849985,6,9.83606557377049,2021
120,"Sydney - Inner
West",NSW,12001,Canada Bay,40,12.76,4.63935445757736,25,62.5,2021
120,"Sydney - Inner
West",NSW,12002,Leichhardt,34,13.74,0.78528768282861,28,82.3529411764706,2021
120,"Sydney - Inner
West",NSW,12003,"Strathfield -
Burwood -
Ashfield",67,12.14,4.38921227491626,32,47.7611940298507,2021
121,"Sydney - North
Sydney and
Hornsby",NSW,12101,"Chatswood -
Lane Cove",67,13.63,3.60526542325708,53,79.1044776119403,2021
121,"Sydney - North
Sydney and
Hornsby",NSW,12102,Hornsby,46,11.95,4.25049858965332,19,41.304347826087,2021
121,"Sydney - North
Sydney and
Hornsby",NSW,12103,Ku-ring-gai,54,14.01,2.13515067428227,44,81.4814814814815,2021
121,"Sydney - North
Sydney and
Hornsby",NSW,12104,"North Sydney -
Mosman",38,14.89,2.15107827481844,37,97.3684210526316,2021
122,"Sydney -
Northern
Beaches",NSW,12201,Manly,22,14.14,2.0519667989895,21,95.4545454545455,2021
122,"Sydney -
Northern
Beaches",NSW,12202,Pittwater,21,12.39,4.12009870412879,11,52.3809523809524,2021
122,"Sydney -
Northern
Beaches",NSW,12203,Warringah,68,12.03,3.44177987785598,23,33.8235294117647,2021
123,"Sydney - Outer
South West",NSW,12301,Camden,40,10.3,6.24890610611704,0,0,2021
123,"Sydney - Outer
South West",NSW,12302,"Campbelltown
(NSW)",87,9.88,7.2307733534644,0,0,2021
123,"Sydney - Outer
South West",NSW,12303,Wollondilly,20,8.97,7.36279095449103,0,0,2021
124,"Sydney - Outer
West and Blue
Mountains",NSW,12401,Blue Mountains,23,10.28,5.5401491843714,1,4.34782608695652,2021
124,"Sydney - Outer
West and Blue
Mountains",NSW,12403,Penrith,80,10.41,5.28261746604522,2,2.5,2021
124,"Sydney - Outer
West and Blue
Mountains",NSW,12404,"Richmond -
Windsor",21,9.94,4.06497014534648,0,0,2021
124,"Sydney - Outer
West and Blue
Mountains",NSW,12405,St Marys,27,10.14,4.57834382102887,0,0,2021
125,"Sydney -
Parramatta",NSW,12501,Auburn,32,11.33,4.0514532370306,5,15.625,2021
125,"Sydney -
Parramatta",NSW,12502,Carlingford,29,11.6,5.77866374900244,5,17.2413793103448,2021
125,"Sydney -
Parramatta",NSW,12503,"Merrylands -
Guildford",91,10.23,5.32597073915406,3,3.2967032967033,2021
125,"Sydney -
Parramatta",NSW,12504,Parramatta,84,10.67,5.06320769474194,11,13.0952380952381,2021
126,Sydney - Ryde,NSW,12601,"Pennant Hills -
Epping",22,12.42,4.45617249747182,11,50,2021
126,Sydney - Ryde,NSW,12602,"Ryde - Hunters
Hill",69,12.67,4.08160799472572,44,63.768115942029,2021
127,"Sydney - South
West",NSW,12701,"Bringelly - Green
Valley",60,10.2,6.08943451253131,2,3.33333333333333,2021
127,"Sydney - South
West",NSW,12702,Fairfield,75,10.09,4.6131382611549,4,5.33333333333334,2021
127,"Sydney - South
West",NSW,12703,Liverpool,63,10.01,4.62723456160654,2,3.17460317460318,2021
128,"Sydney -
Sutherland",NSW,12801,"Cronulla -
Miranda -
Caringbah",62,11.27,4.61502912388301,8,12.9032258064516,2021
128,"Sydney -
Sutherland",NSW,12802,"Sutherland -
Menai -
Heathcote",65,10.46,4.653260242794,2,3.07692307692308,2021
201,Ballarat,VIC,20101,Ballarat,33,11.02,2.22116285059201,3,9.09090909090909,2021
201,Ballarat,VIC,20102,"Creswick -
Daylesford -
Ballan",<5,NA,0,0,0,2021
201,Ballarat,VIC,20103,"Maryborough -
Pyrenees",<5,NA,0,0,0,2021
202,Bendigo,VIC,20201,Bendigo,24,10.77,4.10823216639425,0,0,2021
202,Bendigo,VIC,20202,"Heathcote -
Castlemaine -
Kyneton",10,11.11,6.83016949188752,1,10,2021
203,Geelong,VIC,20301,Barwon - West,7,10.48,2.4244489000341,0,0,2021
203,Geelong,VIC,20302,Geelong,56,11.2,3.46108839314908,2,3.57142857142857,2021
203,Geelong,VIC,20303,"Surf Coast -
Bellarine
Peninsula",28,11.16,3.69454872436429,1,3.57142857142857,2021
204,Hume,VIC,20401,"Upper Goulburn
Valley",17,9.7,1.77340286910282,1,5.88235294117647,2021
204,Hume,VIC,20402,"Wangaratta -
Benalla",13,10.54,7.22536340098869,1,7.69230769230769,2021
204,Hume,VIC,20403,Wodonga - Alpine,29,10.66,3.32456356549666,1,3.44827586206897,2021
205,"Latrobe -
Gippsland",VIC,20501,Baw Baw,10,11.19,4.25188087646575,0,0,2021
205,"Latrobe -
Gippsland",VIC,20502,Gippsland - East,12,10.33,2.07481075028919,0,0,2021
205,"Latrobe -
Gippsland",VIC,20503,"Gippsland - South
West",11,8.99,3.12374156260106,0,0,2021
205,"Latrobe -
Gippsland",VIC,20504,Latrobe Valley,17,10.29,4.93203205646896,0,0,2021
205,"Latrobe -
Gippsland",VIC,20505,Wellington,10,9.53,7.61570977882374,0,0,2021
206,"Melbourne -
Inner",VIC,20601,"Brunswick -
Coburg",32,11.79,4.00144597198348,8,25,2021
206,"Melbourne -
Inner",VIC,20602,Darebin - South,19,12.67,5.23641957026744,11,57.8947368421053,2021
206,"Melbourne -
Inner",VIC,20603,Essendon,22,12.07,2.28487957988246,10,45.4545454545455,2021
206,"Melbourne -
Inner",VIC,20604,Melbourne City,45,12.82,2.23654938762181,29,64.4444444444445,2021
206,"Melbourne -
Inner",VIC,20605,Port Phillip,38,12.97,3.0678817488238,27,71.0526315789474,2021
206,"Melbourne -
Inner",VIC,20606,"Stonnington -
West",14,13.6,2.32558793485418,12,85.7142857142857,2021
206,"Melbourne -
Inner",VIC,20607,Yarra,36,12.2,1.7676873584298,16,44.4444444444444,2021
207,"Melbourne -
Inner East",VIC,20701,Boroondara,48,12.95,1.88870524843153,33,68.75,2021
207,"Melbourne -
Inner East",VIC,20702,"Manningham -
West",29,11.68,4.0752312425273,5,17.2413793103448,2021
207,"Melbourne -
Inner East",VIC,20703,"Whitehorse -
West",35,12.41,3.11406645875565,19,54.2857142857143,2021
208,"Melbourne -
Inner South",VIC,20801,Bayside,35,12.89,0.86330570495629,25,71.4285714285715,2021
208,"Melbourne -
Inner South",VIC,20802,Glen Eira,59,12.94,1.15843488636896,39,66.1016949152543,2021
208,"Melbourne -
Inner South",VIC,20803,Kingston,44,12.02,3.48911139776445,12,27.2727272727273,2021
208,"Melbourne -
Inner South",VIC,20804,"Stonnington -
East",10,12.68,3.39616965444252,7,70,2021
209,"Melbourne -
North East",VIC,20901,Banyule,36,11.67,1.84458200234172,6,16.6666666666667,2021
209,"Melbourne -
North East",VIC,20902,Darebin - North,29,11.28,1.51068521843926,4,13.7931034482759,2021
209,"Melbourne -
North East",VIC,20903,"Nillumbik -
Kinglake",22,11.21,1.80579749913033,4,18.1818181818182,2021
209,"Melbourne -
North East",VIC,20904,"Whittlesea -
Wallan",66,10.71,4.64360690720066,1,1.51515151515152,2021
210,"Melbourne -
North West",VIC,21001,Keilor,13,11.14,3.68891186012618,3,23.0769230769231,2021
210,"Melbourne -
North West",VIC,21002,Macedon Ranges,7,10.78,4.18461691410392,0,0,2021
210,"Melbourne -
North West",VIC,21003,Moreland - North,15,11.62,5.53955549094963,4,26.6666666666667,2021
210,"Melbourne -
North West",VIC,21004,Sunbury,17,10.19,3.91084606025784,0,0,2021
210,"Melbourne -
North West",VIC,21005,"Tullamarine -
Broadmeadows",54,10.8,4.69030828117374,1,1.85185185185185,2021
211,"Melbourne -
Outer East",VIC,21101,Knox,46,11.33,5.34822261895832,5,10.8695652173913,2021
211,"Melbourne -
Outer East",VIC,21102,"Manningham -
East",5,12,8.56970723287852,2,40,2021
211,"Melbourne -
Outer East",VIC,21103,Maroondah,42,11.05,3.30295029519605,0,0,2021
211,"Melbourne -
Outer East",VIC,21104,Whitehorse - East,25,11.58,6.45038242886934,4,16,2021
211,"Melbourne -
Outer East",VIC,21105,Yarra Ranges,37,10.85,4.26586542405749,3,8.10810810810811,2021
212,"Melbourne -
South East",VIC,21201,Cardinia,37,10.27,5.46760651470475,0,0,2021
212,"Melbourne -
South East",VIC,21202,Casey - North,39,10.76,3.64008357727259,1,2.56410256410256,2021
212,"Melbourne -
South East",VIC,21203,Casey - South,72,10.34,3.91030772790269,0,0,2021
212,"Melbourne -
South East",VIC,21204,Dandenong,53,10.97,5.03783445272333,6,11.3207547169811,2021
212,"Melbourne -
South East",VIC,21205,Monash,51,11.73,3.56418869653855,15,29.4117647058824,2021
213,"Melbourne -
West",VIC,21301,Brimbank,45,10.57,5.19178954116661,2,4.44444444444445,2021
213,"Melbourne -
West",VIC,21302,Hobsons Bay,27,11.89,4.38266898817246,12,44.4444444444444,2021
213,"Melbourne -
West",VIC,21303,Maribyrnong,25,11.92,2.82455094470169,6,24,2021
213,"Melbourne -
West",VIC,21304,"Melton - Bacchus
Marsh",60,10.64,7.93792901734749,4,6.66666666666667,2021
213,"Melbourne -
West",VIC,21305,Wyndham,92,11.17,3.97602594398489,11,11.9565217391304,2021
214,"Mornington
Peninsula",VIC,21401,Frankston,45,10.82,3.48243236160656,0,0,2021
214,"Mornington
Peninsula",VIC,21402,"Mornington
Peninsula",40,10.91,2.84960553760982,3,7.5,2021
215,North West,VIC,21501,Grampians,15,10.28,-0.6903557082595,0,0,2021
215,North West,VIC,21502,Mildura,13,10.01,4.60601605652011,1,7.69230769230769,2021
215,North West,VIC,21503,"Murray River -
Swan Hill",10,11.07,9.00314693042305,1,10,2021
216,Shepparton,VIC,21601,Campaspe,8,10.32,4.48859623140194,1,12.5,2021
216,Shepparton,VIC,21602,Moira,10,9.79,3.730849984216,0,0,2021
216,Shepparton,VIC,21603,Shepparton,23,10.66,3.78183302136728,1,4.34782608695652,2021
217,"Warrnambool
and South West",VIC,21701,"Glenelg -
Southern
Grampians",9,10.24,5.83178265296634,0,0,2021
217,"Warrnambool
and South West",VIC,21703,"Colac -
Corangamite",11,11.07,4.21015640683328,2,18.1818181818182,2021
217,"Warrnambool
and South West",VIC,21704,Warrnambool,15,10.49,4.46666671094588,0,0,2021
301,Brisbane - East,QLD,30101,Capalaba,27,10.3,6.9040726722645704,1,3.7037037037037,2021
301,Brisbane - East,QLD,30102,"Cleveland -
Stradbroke",30,10.03,5.69031042582127,1,3.33333333333333,2021
301,Brisbane - East,QLD,30103,Wynnum - Manly,21,10.65,6.40156269410524,0,0,2021
302,Brisbane - North,QLD,30201,"Bald Hills -
Everton Park",18,10.57,7.97564501381722,0,0,2021
302,Brisbane - North,QLD,30202,Chermside,27,10.56,5.71729513600039,0,0,2021
302,Brisbane - North,QLD,30203,Nundah,19,11,4.43167814950554,2,10.5263157894737,2021
302,Brisbane - North,QLD,30204,Sandgate,22,10.45,4.74365503128129,0,0,2021
303,"Brisbane -
South",QLD,30301,Carindale,16,11.15,6.5228399548217,1,6.25,2021
303,"Brisbane -
South",QLD,30302,"Holland Park -
Yeronga",28,11.33,6.40903126872908,2,7.14285714285714,2021
303,"Brisbane -
South",QLD,30303,Mt Gravatt,31,10.49,6.69130182684773,1,3.2258064516129,2021
303,"Brisbane -
South",QLD,30304,Nathan,18,11.34,0.59964734451875,2,11.1111111111111,2021
303,"Brisbane -
South",QLD,30305,"Rocklea - Acacia
Ridge",20,10.59,6.11429997504365,1,5,2021
303,"Brisbane -
South",QLD,30306,Sunnybank,14,10.28,5.78416109119082,0,0,2021
304,Brisbane - West,QLD,30401,Centenary,9,10.97,7.91773700272397,0,0,2021
304,Brisbane - West,QLD,30402,"Kenmore -
Brookfield -
Moggill",13,10.88,2.45694497460192,1,7.69230769230769,2021
304,Brisbane - West,QLD,30403,"Sherwood -
Indooroopilly",20,11.1,4.28301417582415,1,5,2021
304,Brisbane - West,QLD,30404,"The Gap -
Enoggera",23,10.58,4.5880048759618,0,0,2021
305,"Brisbane Inner
City",QLD,30501,Brisbane Inner,33,11.76,4.22323338002991,10,30.3030303030303,2021
305,"Brisbane Inner
City",QLD,30502,"Brisbane Inner -
East",16,11.54,1.55932357771086,5,31.25,2021
305,"Brisbane Inner
City",QLD,30503,"Brisbane Inner -
North",34,11.33,6.28863586612259,5,14.7058823529412,2021
305,"Brisbane Inner
City",QLD,30504,"Brisbane Inner -
West",21,11.43,7.01164414862318,1,4.76190476190476,2021
306,Cairns,QLD,30601,Cairns - North,21,10.06,4.60148440920421,2,9.52380952380953,2021
306,Cairns,QLD,30602,Cairns - South,40,10.82,6.87188219427357,2,5,2021
306,Cairns,QLD,30603,"Innisfail -
Cassowary Coast",11,8.16,5.20285959769176,0,0,2021
306,Cairns,QLD,30604,"Port Douglas -
Daintree",5,9.15,6.16407827843165,0,0,2021
306,Cairns,QLD,30605,"Tablelands (East)
- Kuranda",10,8.95,8.85234493523433,0,0,2021
307,"Darling Downs -
Maranoa",QLD,30701,"Darling Downs
(West) - Maranoa",18,9.81,5.10846168148823,0,0,2021
307,"Darling Downs -
Maranoa",QLD,30702,"Darling Downs -
East",9,9.43,5.06293373753588,0,0,2021
307,"Darling Downs -
Maranoa",QLD,30703,Granite Belt,11,10.61,5.9447813452355,0,0,2021
308,"Central
Queensland",QLD,30801,"Central Highlands
(Qld)",7,9.23,-3.887335782893,0,0,2021
308,"Central
Queensland",QLD,30803,Rockhampton,34,10.28,7.41368079377482,1,2.94117647058824,2021
308,"Central
Queensland",QLD,30804,Biloela,<5,NA,0,0,0,2021
308,"Central
Queensland",QLD,30805,Gladstone,15,9.93,6.87395384661727,0,0,2021
309,Gold Coast,QLD,30901,"Broadbeach -
Burleigh",17,10.19,3.7453560496721,0,0,2021
309,Gold Coast,QLD,30902,Coolangatta,14,10.46,6.27821308934914,0,0,2021
309,Gold Coast,QLD,30903,"Gold Coast -
North",19,10.43,3.67756435554428,0,0,2021
309,Gold Coast,QLD,30904,"Gold Coast
Hinterland",<5,NA,0,0,0,2021
309,Gold Coast,QLD,30905,"Mudgeeraba -
Tallebudgera",19,10.07,7.42392477314152,0,0,2021
309,Gold Coast,QLD,30906,Nerang,32,10,6.57888865281907,0,0,2021
309,Gold Coast,QLD,30907,"Ormeau -
Oxenford",63,10.18,6.95193827261079,1,1.58730158730159,2021
309,Gold Coast,QLD,30908,Robina,18,10.58,5.22335251111036,1,5.55555555555556,2021
309,Gold Coast,QLD,30909,Southport,31,10.06,5.55249387918455,0,0,2021
309,Gold Coast,QLD,30910,Surfers Paradise,11,10.72,5.64526660815906,1,9.09090909090909,2021
310,Ipswich,QLD,31001,"Forest Lake -
Oxley",24,9.87,5.45027033206764,0,0,2021
310,Ipswich,QLD,31002,"Ipswich
Hinterland",18,9.5,7.20629795529451,0,0,2021
310,Ipswich,QLD,31003,Ipswich Inner,45,10.01,7.04781671551434,1,2.22222222222222,2021
310,Ipswich,QLD,31004,"Springfield -
Redbank",46,10.26,6.48117099041866,0,0,2021
311,"Logan -
Beaudesert",QLD,31101,Beaudesert,<5,NA,0,0,0,2021
311,"Logan -
Beaudesert",QLD,31102,Beenleigh,19,9.59,0.18997059979685,0,0,2021
311,"Logan -
Beaudesert",QLD,31103,Browns Plains,35,9.82,5.99578311808996,0,0,2021
311,"Logan -
Beaudesert",QLD,31104,Jimboomba,16,9.42,8.57067742734444,0,0,2021
311,"Logan -
Beaudesert",QLD,31105,"Loganlea -
Carbrook",32,9.66,6.89223482229292,0,0,2021
311,"Logan -
Beaudesert",QLD,31106,"Springwood -
Kingston",40,9.71,9.12378490473654,0,0,2021
312,"Mackay - Isaac -
Whitsunday",QLD,31201,"Bowen Basin -
North",11,8.58,5.36375773013947,0,0,2021
312,"Mackay - Isaac -
Whitsunday",QLD,31202,Mackay,33,10.17,5.83899331114632,0,0,2021
312,"Mackay - Isaac -
Whitsunday",QLD,31203,Whitsunday,8,9.86,5.61461038091923,0,0,2021
313,"Moreton Bay -
North",QLD,31301,"Bribie -
Beachmere",7,10.37,4.52637639438646,0,0,2021
313,"Moreton Bay -
North",QLD,31302,Caboolture,32,9.75,7.34364180049845,0,0,2021
313,"Moreton Bay -
North",QLD,31303,"Caboolture
Hinterland",<5,NA,0,0,0,2021
313,"Moreton Bay -
North",QLD,31304,"Narangba -
Burpengary",23,10.08,7.22484669037448,1,4.34782608695652,2021
313,"Moreton Bay -
North",QLD,31305,Redcliffe,18,10.36,7.4196709135659,1,5.55555555555556,2021
314,"Moreton Bay -
South",QLD,31401,The Hills District,32,9.94,6.51289413702762,0,0,2021
314,"Moreton Bay -
South",QLD,31402,North Lakes,34,10.56,6.08362829214226,1,2.94117647058824,2021
314,"Moreton Bay -
South",QLD,31403,Strathpine,15,9.74,4.45102393619696,0,0,2021
315,"Queensland -
Outback",QLD,31501,Far North,15,5.31,14.05628651382,0,0,2021
315,"Queensland -
Outback",QLD,31502,Outback - North,12,8.71,0.69313782169196,0,0,2021
315,"Queensland -
Outback",QLD,31503,Outback - South,8,8.33,5.3483752601496,0,0,2021
316,Sunshine Coast,QLD,31601,Buderim,22,10.6,6.48781803220456,0,0,2021
316,Sunshine Coast,QLD,31602,Caloundra,26,10.66,8.81377915030873,1,3.84615384615385,2021
316,Sunshine Coast,QLD,31603,Maroochy,19,10.56,6.5735769777667,1,5.26315789473684,2021
316,Sunshine Coast,QLD,31605,Noosa,14,10.49,7.06001776609243,0,0,2021
316,Sunshine Coast,QLD,31606,"Sunshine Coast
Hinterland",10,9.82,6.17331851941516,0,0,2021
316,Sunshine Coast,QLD,31607,Nambour,17,10.32,9.44893258936254,0,0,2021
316,Sunshine Coast,QLD,31608,Noosa Hinterland,5,10.11,7.8115869705229,0,0,2021
317,Toowoomba,QLD,31701,Toowoomba,62,10.05,3.19050555381232,0,0,2021
318,Townsville,QLD,31801,"Charters Towers -
Ayr - Ingham",12,7.59,4.5495688245896,0,0,2021
318,Townsville,QLD,31802,Townsville,86,9.9,6.4776616495683,0,0,2021
319,Wide Bay,QLD,31901,Bundaberg,28,9.7,5.49718843305119,0,0,2021
319,Wide Bay,QLD,31902,Burnett,15,9.12,5.62176897630673,0,0,2021
319,Wide Bay,QLD,31903,"Gympie -
Cooloola",16,9.55,8.69390831023416,0,0,2021
319,Wide Bay,QLD,31904,Hervey Bay,18,9.72,5.9561155099745,0,0,2021
319,Wide Bay,QLD,31905,Maryborough,9,9.85,6.865400273087,0,0,2021
401,"Adelaide -
Central and Hills",SA,40101,Adelaide City,13,11.28,3.49442211218464,2,15.3846153846154,2021
401,"Adelaide -
Central and Hills",SA,40102,Adelaide Hills,20,10.76,3.81363569149269,2,10,2021
401,"Adelaide -
Central and Hills",SA,40103,Burnside,13,11.39,3.61272667464532,2,15.3846153846154,2021
401,"Adelaide -
Central and Hills",SA,40104,"Campbelltown
(SA)",12,11.27,5.09718292787786,2,16.6666666666667,2021
401,"Adelaide -
Central and Hills",SA,40105,"Norwood -
Payneham - St
Peters",16,11.72,3.29572508706155,3,18.75,2021
401,"Adelaide -
Central and Hills",SA,40106,"Prospect -
Walkerville",10,11.86,1.0275110546898,2,20,2021
401,"Adelaide -
Central and Hills",SA,40107,Unley,17,11.55,0.06021809956364,4,23.5294117647059,2021
402,Adelaide - North,SA,40201,"Gawler - Two
Wells",9,11.18,4.81452808622326,2,22.2222222222222,2021
402,Adelaide - North,SA,40202,Playford,25,10.78,8.8169415186371,1,4,2021
402,Adelaide - North,SA,40203,"Port Adelaide -
East",19,10.85,5.09687070176619,0,0,2021
402,Adelaide - North,SA,40204,Salisbury,34,10.45,5.16178508490749,0,0,2021
402,Adelaide - North,SA,40205,Tea Tree Gully,22,10.6,4.96459118918419,0,0,2021
403,Adelaide - South,SA,40301,Holdfast Bay,13,11.14,7.46295018218788,0,0,2021
403,Adelaide - South,SA,40302,Marion,24,10.93,4.74393668028194,2,8.33333333333333,2021
403,Adelaide - South,SA,40303,Mitcham,19,11.61,3.84221817599728,3,15.7894736842105,2021
403,Adelaide - South,SA,40304,Onkaparinga,46,10.32,4.98920858458592,0,0,2021
404,Adelaide - West,SA,40401,Charles Sturt,24,10.82,5.09995987758411,1,4.16666666666667,2021
404,Adelaide - West,SA,40402,"Port Adelaide -
West",13,10.39,3.92201574755496,0,0,2021
404,Adelaide - West,SA,40403,West Torrens,26,11.33,3.72182039899155,0,0,2021
405,"Barossa - Yorke
- Mid North",SA,40501,Barossa,9,10.66,2.33061630833877,0,0,2021
405,"Barossa - Yorke
- Mid North",SA,40502,Lower North,7,8.81,2.57076953476944,0,0,2021
405,"Barossa - Yorke
- Mid North",SA,40503,Mid North,7,8.63,4.02675900715617,0,0,2021
405,"Barossa - Yorke
- Mid North",SA,40504,Yorke Peninsula,<5,NA,0,0,0,2021
406,"South Australia -
Outback",SA,40601,"Eyre Peninsula
and South West",16,9.29,2.23993367029845,1,6.25,2021
406,"South Australia -
Outback",SA,40602,"Outback - North
and East",10,7.84,-6.7349957703155,0,0,2021
